time_stamp,group,sub_jap,sub_trad_en,sub_trad_sp,cosn_jap_en,cosn_jap_sp,punc_jaccard_en,punc_jaccard_sp,digits_match_en,digits_match_sp,len_ratio_en,len_ratio_sp,sbert_jap_en,sbert_jap_sp,comet_jap_en,comet_jap_sp,comet_jap_en_norm,sbert_jap_en_norm,qe_mix_en,comet_jap_sp_norm,sbert_jap_sp_norm,qe_mix_sp,flags_en,flags_sp,flags_all
0:17:58.21,fansub,寺坂　吉田　村松,"Terasaka, Yoshida, Muramatsu.","Terasaka, Yoshida, Muramatsu.",0.0,0.0,0.0,0.0,1,1,1.0,1.0,0.7486397624015808,0.7486397624015808,-0.29794085025787354,-0.29794085025787354,0.47674501275838593,0.7331484754350102,0.5793063978290356,0.5541111360928701,0.7271839826743446,0.6233402747254599,low_punc_jaccard,low_punc_jaccard,EN:low_punc_jaccard;SP:low_punc_jaccard
0:18:03.80,fansub,先生の顔は　顔色を見るまでもなく…,You don't have to look at the color of his face to know.,No hay necesidad de verle el color del rostro para saberlo.,0.0,0.0,0.0,0.0,1,1,6.5,5.5,0.36132320761680603,0.3959198594093323,0.008033327758312225,0.1726500689983368,0.6544325058918274,0.28896362118235003,0.5082449520080364,0.7666500597193256,0.3233487525347576,0.5893295368454984,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:18:12.76,fansub,真っ黒,Pitch black! He is furious!,¡Negro puro! ¡Está furioso!,0.0,0.0,0.0,0.0,1,1,5.0,4.0,0.5534839630126953,0.7518293261528015,-0.6256940364837646,-0.6337137222290039,0.286409859626948,0.5093386505327852,0.3755813759892829,0.40246179083031614,0.7308357703976684,0.533811382657257,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:18:14.56,fansub,ど怒りだ,,,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.6733911037445068,0.6733911037445068,-0.4653211534023285,-0.4653211534023285,0.3795427368719535,0.6468513263320654,0.4864661726559983,0.47851505463252264,0.641030467863635,0.5435212199249676,length_ratio_extreme,length_ratio_extreme,EN:length_ratio_extreme;SP:length_ratio_extreme
0:18:15.66,fansub,首謀者は　君ら３人だろ,"You three...are responsible for this, aren't you?",Ustedes tres...están detras de todo esto ¿verdad?,0.0,0.0,0.0,0.0,0,0,3.5,3.5,0.7850824594497681,0.7978687286376953,-0.1926986277103424,0.0028747878968715668,0.5378620221005055,0.7749419228798733,0.6326939824122526,0.689972304099399,0.7835470932922678,0.7274022197765465,length_ratio_extreme;low_punc_jaccard;digits_mismatch,length_ratio_extreme;low_punc_jaccard;digits_mismatch,EN:length_ratio_extreme;EN:low_punc_jaccard;EN:digits_mismatch;SP:length_ratio_extreme;SP:low_punc_jaccard;SP:digits_mismatch
0:18:19.59,fansub,いっ　いや…,N-No!,¡N-No!,0.0,0.0,0.0,0.0,1,1,0.5,0.5,0.8044813871383667,0.8488514423370361,0.4771154224872589,0.48002395033836365,0.9268411843841703,0.7971891254886185,0.8749803608259497,0.905473209970823,0.8419181002733126,0.8800511660918189,low_punc_jaccard,low_punc_jaccard,EN:low_punc_jaccard;SP:low_punc_jaccard
0:18:20.82,fansub,渚が勝手に…,It was all Nagisa's idea!,¡Todo fué idea de Nagisa!,0.0,0.0,0.0,0.0,1,1,5.0,5.0,0.4131154417991638,0.4534158706665039,-0.031371887773275375,0.14988230168819427,0.6315488298588114,0.34836032320169413,0.5182734271959645,0.7563671652573509,0.3891769486222873,0.6094910786033254,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:18:29.08,fansub,いなく…,He's gone!,¡Se fué!,0.0,0.0,0.0,0.0,1,1,2.0,2.0,0.37926697731018066,0.5931589603424072,-0.4119980037212372,-0.3830813467502594,0.41050893426234625,0.30954201017071614,0.3701221646256942,0.5156580577586882,0.5491712735836591,0.5290633440886766,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:18:34.05,fansub,俺らんちの表札,The nameplates from our houses?!,¡¿Las placas de sus casas?!,0.0,0.0,0.0,0.0,1,1,5.0,5.0,0.5489588379859924,0.468220978975296,-0.39174968004226685,-0.6271700859069824,0.42226768429150857,0.504149117641329,0.4550202576314367,0.40541717599304644,0.4061275779187973,0.40570133676334674,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:18:36.21,fansub,政府との契約ですから　先生は　決して君たちに危害は加えない,My agreement with your government prohibits me from harming you.,Mi contrato con el gobierno no me permite lastimarlos.,0.0,0.0,0.0,0.0,1,1,3.3333333333333335,3.0,0.4573199450969696,0.5237143635749817,0.20616093277931213,0.07634948194026947,0.7694905728338418,0.39905521504683594,0.6213164297190394,0.7231566086551457,0.4696629314696605,0.6217591377809516,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:18:41.67,fansub,が　しかし…,But if you try another assassination like that one...,Pero si intentan otro asesinato igual que este...,0.0,0.0,0.0,0.0,1,1,4.5,4.0,0.47981980443000793,0.4802579879760742,-0.2062413990497589,-0.017422933131456375,0.5299973679490265,0.42485864796259276,0.48794187995445304,0.6808049878531581,0.419908961557158,0.576446577334758,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:18:44.55,fansub,次　また　今のような方法で暗殺に来たら,,,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.28107237815856934,0.28107237815856934,-0.6206687092781067,-0.6206687092781067,0.2893282032569173,0.19692985049477912,0.25236886215206206,0.4083534748765341,0.19185784819848317,0.3217552242053138,length_ratio_extreme,length_ratio_extreme,EN:length_ratio_extreme;SP:length_ratio_extreme
0:18:49.23,fansub,君たち以外には何をするか分かりませんよ,I might just harm someone else.,Tal vez dañe a alguien mas,0.0,0.0,0.0,1.0,1,1,6.0,6.0,0.3656936287879944,0.3447015881538391,-0.3980129659175873,-0.47409874200820923,0.4186304245293305,0.2939757356064953,0.36876854896019645,0.4745507213698274,0.2647080515582992,0.3906136534452161,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme
0:18:53.19,fansub,家族や友人…　いいや,"Your family, your friends...","Su familia, sus amigos...",0.0,0.0,0.0,0.0,1,1,2.0,2.0,0.8742405772209167,0.8590546250343323,-0.19333696365356445,-0.03978600353002548,0.5374913231275937,0.8771908070506667,0.6733711166968229,0.6707048717714307,0.8535999038737444,0.7438628846123562,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:18:56.33,fansub,君たち以外を地球ごと消しますかね,Maybe I'll kill everyone on the planet except you.,O inclusive acabar con todos en el planeta menos a ustedes.,0.0,0.0,0.0,0.0,1,1,9.0,11.0,0.6350254416465759,0.8385875225067139,-0.022193055599927902,-0.47334736585617065,0.6368792263300078,0.60285257178168,0.6232685645106767,0.4748900748763618,0.8301667576593871,0.6170007479895719,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:19:01.61,fansub,5秒間で　皆　悟った,It only took five seconds for everyone to understand.,Solo tomó cinco segundos para que todos entendieran...,0.0,0.0,0.0,0.0,0,0,3.0,2.6666666666666665,0.743791937828064,0.8853667378425598,0.37588563561439514,0.48368921875953674,0.868054305123659,0.72758886218061,0.8118681279464394,0.9071286014651371,0.8837251053189344,0.8977672030066559,length_ratio_extreme;low_punc_jaccard;digits_mismatch,length_ratio_extreme;low_punc_jaccard;digits_mismatch,EN:length_ratio_extreme;EN:low_punc_jaccard;EN:digits_mismatch;SP:length_ratio_extreme;SP:low_punc_jaccard;SP:digits_mismatch
0:19:04.61,fansub,地球の裏でも　逃げられないと,Nowhere on this planet was safe.,...que ningún lugar de este planeta es seguro.,0.0,0.0,0.0,0.0,1,1,3.0,4.0,0.5504042506217957,0.6554613709449768,-0.35394924879074097,-0.3088970482349396,0.44421941862410746,0.5058067550261446,0.4688543531849223,0.5491628499492182,0.6205024009470408,0.5776986703483472,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:19:07.99,fansub,どうしても逃げたければ,Our only escape from this situation...,Si de verdad queremos escapar...,0.0,0.0,0.0,0.0,1,1,6.0,5.0,0.5506063103675842,0.7815753817558289,-0.21930940449237823,0.26183465123176575,0.5224084232138588,0.5060384824791146,0.5158604469199611,0.8069296196010327,0.7648925534379425,0.7901147931357966,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:19:12.34,fansub,この先生を殺すしか…,was to kill him!,...todo lo que podemos hacer es asesinarlo.,0.0,0.0,0.0,0.0,1,1,4.0,7.0,0.650676965713501,0.6293684244155884,-0.5426047444343567,0.13488616049289703,0.33466206216970856,0.6208021529462711,0.44911809848033357,0.7495942685060994,0.5906281268351343,0.6860078118377133,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:19:16.68,fansub,何なんだよ　てめえ　迷惑なんだよ,"What the hell's your deal, anyway? You're a real pain in the ass!",¿Qué diablos quieres entonces? ¡Solo eres una enorme molestia!,0.0,0.0,0.0,0.0,1,1,4.333333333333333,3.0,0.6753859519958496,0.7297989130020142,-0.3169754445552826,-0.27386415004730225,0.46569110825753035,0.6491390709916534,0.5390702933511795,0.5649852004613872,0.7056127623129392,0.621236225202008,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:19:20.09,fansub,いきなり来て　地球　爆破とか　暗殺しろとか,"Showing up all ""I'm gonna blow up the Earth"" and ""Assassinate me""!","¡Mostrando todo eso de ""voy a destruir la tierra"" o ""asesinenme""!",0.0,0.0,0.0,0.0,1,1,3.0,2.75,0.6476037502288818,0.7563351988792419,-0.6081855893135071,-0.5864604115486145,0.2965774891521355,0.6172777082633395,0.4248575767966171,0.42380340066348104,0.7359946234536633,0.548679889779554,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:19:23.49,fansub,迷惑なやつに　迷惑な殺し方して　何が悪いんだよ,What's wrong with using an annoying method to kill an annoying guy?!,¡¿Qué tiene de malo utilizar un metodo aburrido para acabar con un tipo aburrido?!,0.0,0.0,0.0,0.0,1,1,4.0,4.666666666666667,0.6225816607475281,0.35888856649398804,-0.049573641270399094,-0.19495107233524323,0.6209785785699407,0.5885817152001247,0.6080198332220142,0.6006257109571718,0.28095097296527544,0.47275581576041326,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:19:27.95,fansub,迷惑　とんでもない,Annoying? Hardly.,¿Aburrido? Al contrario.,0.0,0.0,0.0,0.0,1,1,1.0,1.5,0.6610748171806335,0.6689531207084656,0.11491194367408752,0.004550337791442871,0.7164998131880707,0.632726683621278,0.6829905613613536,0.6907290538718711,0.6359493429100633,0.668817169487148,low_punc_jaccard,low_punc_jaccard,EN:low_punc_jaccard;SP:low_punc_jaccard
0:19:30.18,fansub,君たちのアイデア自体は　すごくよかった,Your idea itself was a very good one.,La idea fue bastante buena.,0.0,0.0,0.0,0.0,1,1,4.0,2.5,0.9422861933708191,0.8420702815055847,0.44841039180755615,0.6151356101036072,0.9101713955318408,0.9552273167704028,0.9281937640272656,0.9664953962494627,0.8341542297864154,0.9135589296642438,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:19:33.15,fansub,特に　渚君,"Especially you, Nagisa-kun.","Especialmente tú, Nagisa.",0.0,0.0,0.0,0.0,1,1,1.5,1.5,0.734174370765686,0.7765220403671265,0.1601327806711197,0.275963693857193,0.74276077813451,0.7165591822686801,0.732280139788178,0.8133108976678236,0.7591068938667972,0.791629296147413,low_punc_jaccard,low_punc_jaccard,EN:low_punc_jaccard;SP:low_punc_jaccard
0:19:34.92,fansub,君の肉薄までの自然な体運びは100点です,The way you carried yourself so naturally on your approach gets full marks from me.,La forma en la que naturalmente te acercaste merece la máxima puntuación.,0.0,0.0,0.0,0.0,0,0,15.0,12.0,0.5035490393638611,0.37328609824180603,-0.19905973970890045,-0.3218839466571808,0.5341679520587354,0.4520719612857934,0.5013295557495585,0.5432974129019587,0.2974349606776157,0.44495243201222145,length_ratio_extreme;low_punc_jaccard;digits_mismatch,length_ratio_extreme;low_punc_jaccard;digits_mismatch,EN:length_ratio_extreme;EN:low_punc_jaccard;EN:digits_mismatch;SP:length_ratio_extreme;SP:low_punc_jaccard;SP:digits_mismatch
0:19:38.86,fansub,先生は　見事に　隙を突かれました,You did an excellent job making it past my defenses.,Hiciste bien en aprovechar la debilidad en mis defensas.,0.0,0.0,0.0,0.0,1,1,3.3333333333333335,3.0,0.3007645010948181,0.23345351219177246,-0.36272042989730835,-0.3240455687046051,0.43912575616948385,0.2195132971569639,0.3512807725644759,0.5423211322206974,0.13733816974101273,0.38032794722882357,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:19:41.87,fansub,ただし,However!,¡Sin embargo!,0.0,0.0,0.0,0.0,1,1,1.0,2.0,0.7478716373443604,0.8322358727455139,0.08042711019515991,-0.10225026309490204,0.6964735362920161,0.7322675693328198,0.7107911495083377,0.642493348875864,0.8228946419627103,0.7146538661106026,low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:19:43.46,fansub,寺坂君たちは　渚君を,None of you looked out for Nagisa-kun—,Ninguno de ustedes se preocupó por Nagisa,0.0,0.0,0.0,1.0,1,1,3.5,3.5,0.26877304911613464,0.15365049242973328,-0.6557559370994568,-0.3207925260066986,0.2689520996490899,0.1828246551174342,0.23450112183642763,0.5437903450023991,0.045970286675606764,0.34466232167168215,low_qe_mix;length_ratio_extreme;low_punc_jaccard,length_ratio_extreme,EN:low_qe_mix;EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme
0:19:45.87,fansub,渚君は　自分を大切にしなかった,not even Nagisa-kun himself.,ni siquiera él mismo…,0.0,0.0,0.0,0.0,1,1,2.0,2.0,0.4371001720428467,0.616719663143158,-0.5324105620384216,-0.7616844177246094,0.34058210001807543,0.37586664529396746,0.35469591812843226,0.344664768483702,0.5761463372448687,0.4372573959881687,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:19:49.36,fansub,そんな生徒に暗殺する資格はありません,Students like that aren't fit to assassinate anyone.,Estudiantes como ustedes no pueden asesinar a nadie.,0.0,0.0,0.0,0.0,1,1,8.0,8.0,0.8834555745124817,0.8685523867607117,0.06170617416501045,0.08214746415615082,0.6856017816430575,0.8877588093173576,0.7664645927127776,0.7257752246312391,0.864474058578498,0.7812547582101427,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:19:53.11,fansub,人に笑顔で胸を張れる暗殺をしましょう,We need an assassination worth smiling about—one to be proud of!,Necesitamos un asesinato que valga la pena. ¡Uno del cual estar orgullosos!,0.0,0.0,0.0,0.0,1,1,11.0,12.0,0.7866033315658569,0.7410734295845032,-0.12561951577663422,-0.15831272304058075,0.5768166793804005,0.7766860991896033,0.6567644473040817,0.6171731516405693,0.7185211549502044,0.6577123529644233,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:19:56.33,fansub,君たち　全員　それができる力を秘めた有能なアサシンだ,You're all capable assassins who have that power within you.,Todos son asesinos capaces que tienen el poder en su interior.,0.0,0.0,0.0,0.0,1,1,3.3333333333333335,3.6666666666666665,0.7369751930236816,0.5040363073348999,0.30105188488960266,0.07528287172317505,0.8245963190469455,0.7197712392052774,0.7826662871102783,0.7226748820042607,0.44713317824904963,0.6124582005021763,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:20:01.70,fansub,ターゲットである先生からのアドバイスです,Just a few words of advice from your teacher-cum-target.,Es un consejo de su maestro y de su blanco.,0.0,0.0,0.0,0.0,1,1,9.0,10.0,0.8437951803207397,0.8228737711906433,0.12895457446575165,-0.5531336069107056,0.724654749263223,0.8422752218072622,0.7717029382808387,0.4388552065862254,0.8121758069779875,0.5881834467429303,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:20:06.30,fansub,マッハ20で怒られてうねる触手で褒められた,"One moment we were being chewed out at Mach 20, and the next we were being praised with waving tentacles.","Nos molestába a Mach 20, y ahora nos alaba con todos sus tentáculos.",0.0,0.0,0.0,0.0,1,1,20.0,13.0,0.5290776491165161,0.5549800992012024,-0.5683745741844177,-0.7676054835319519,0.31969682400336336,0.4813488451735922,0.38435763247145494,0.3419905627098145,0.505459622937836,0.4073781868010231,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:20:11.48,fansub,この異常な教育が　僕は　普通に　うれしかった,"It wasn't your average education, but it made me pretty happy.",Esta inusual educación me pone un poco feliz.,0.0,0.0,0.0,0.0,1,1,2.75,2.0,0.8727055788040161,0.842625617980957,-0.10445167124271393,0.16332155466079712,0.5891094200772046,0.8754304303260829,0.7036378241767559,0.7624369049065036,0.8347900442993884,0.7913781606636575,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:20:16.28,fansub,この異常な先生は僕らのことを　正面から見てくれたから,All because this unusual teacher was actually willing to look us in the eye.,Todo a causa de este inusual maestro y actualmente nos estába mirando cara a cara,0.0,0.0,0.0,1.0,1,1,7.0,7.5,0.8211212158203125,0.9239128828048706,0.43804866075515747,-0.01165405660867691,0.9041540576402548,0.8162721204873385,0.8690012827790883,0.683410458457273,0.9278572656812907,0.7811891813468801,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme
0:20:30.79,fansub,あなたの…,If you...,Si tu...,0.0,0.0,0.0,0.0,1,1,2.0,2.0,0.7072442770004272,0.8931446075439453,-0.7575671076774597,-0.18865007162094116,0.2098275951229937,0.685675039501328,0.40016657287432744,0.6034715115342504,0.8926301253481663,0.7191349570598168,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:20:33.32,fansub,あなたの時間をくれるなら,"If you're willing to give up your time,",Si tú estas dispuesto a dar tu tiempo...,0.0,0.0,0.0,0.0,1,1,8.0,8.0,0.6681066751480103,0.8670610189437866,0.032483238726854324,0.26788023114204407,0.6686312314689454,0.6407910040531798,0.6574951405026392,0.8096600612526887,0.862766565294276,0.8309026628693237,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:20:36.30,fansub,あの子たちを教えてあげて,go teach those children.,úsalo para enseñarle a esos chicos.,0.0,0.0,0.0,0.0,1,1,4.0,6.0,0.7814931273460388,0.8297927975654602,-0.07653959095478058,-0.1279509961605072,0.6053187211582908,0.770825582027246,0.6715214655058729,0.6308858020264514,0.820097522154002,0.7065704900774716,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:20:40.79,fansub,なんて　すてきな触手…,What splendid tentacles.,Qué espléndidos tentáculos...,0.0,0.0,0.0,0.0,1,1,1.5,1.5,0.6060512065887451,0.805185854434967,-0.049119871109724045,0.3356309235095978,0.6212420951935717,0.5696241537932041,0.6005949186334246,0.8402591625985164,0.7919245995096202,0.8209253373629579,low_punc_jaccard,low_punc_jaccard,EN:low_punc_jaccard;SP:low_punc_jaccard
0:20:43.69,fansub,この手なら　きっと　あなたはすてきな教師に…,"With hands like these, I'm sure you'll be a splendid teacher.",Con manos como estas...Estoy segura de que serás un gran maestro.,0.0,0.0,0.0,0.0,1,1,3.6666666666666665,3.6666666666666665,0.860804557800293,0.9037244319915771,0.11911873519420624,0.040476243942976,0.7189428109736726,0.8617820251270485,0.7760784966350229,0.7069547248555366,0.9047431527231476,0.786070096002581,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:20:50.99,fansub,さて　問題です　渚君,"Let me pose you a question, Nagisa-kun.",Tengo una pregunta para ti Nagisa:,0.0,0.0,0.0,0.0,1,1,2.3333333333333335,2.0,0.5305195450782776,0.48888832330703735,0.2938881814479828,0.39789703488349915,0.8204361624142983,0.4830024495437396,0.6854626772660748,0.8683811933226343,0.4297899845019786,0.6929447097943721,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:20:53.80,fansub,先生は　殺される気などみじんもない,I have not the slightest intention of being killed.,No tenia la mínima intención de ser asesinado.,0.0,0.0,0.0,0.0,1,1,4.5,4.0,0.5324152708053589,0.6339227557182312,-0.2406843900680542,-0.1233624517917633,0.509995390103253,0.4851765178746286,0.5000678412118033,0.6329581843042192,0.5958424609686269,0.6181118949699823,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:20:57.00,fansub,皆さんと　来年　3月までエンジョイしてから,"I will enjoy my time with you all until next March,","Disfrutaré mi tiempo con ustedes hasta marzo,",0.0,0.0,0.0,0.0,0,0,3.6666666666666665,2.3333333333333335,0.7095363140106201,0.7463979721069336,-0.0858306884765625,0.14198967814445496,0.5999231291583135,0.6883036080784701,0.6352753207263762,0.752802519948796,0.7246173174765957,0.7415284389599159,length_ratio_extreme;low_punc_jaccard;digits_mismatch,length_ratio_extreme;low_punc_jaccard;digits_mismatch,EN:length_ratio_extreme;EN:low_punc_jaccard;EN:digits_mismatch;SP:length_ratio_extreme;SP:low_punc_jaccard;SP:digits_mismatch
0:20:59.52,fansub,地球を爆破です,and then I will blow up the Earth.,y entonces destuiré la tierra.,0.0,0.0,0.0,0.0,1,1,8.0,5.0,0.6880860924720764,0.5429278016090393,-0.5039791464805603,-0.6613950133323669,0.3570929931577059,0.6637039275069031,0.4797373668973848,0.3899597395263975,0.49166073512188835,0.43064013776459387,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:21:02.11,fansub,それが嫌なら君たちは　どうしますか,"If you don't like that idea, what do you plan to do about it?",Si no les gusta la idea. ¿Qué van a hacer al respecto?,0.0,0.0,0.0,0.0,1,1,7.0,6.0,0.6762148141860962,0.7371230125427246,0.2798076868057251,0.43358954787254333,0.8122592377754836,0.6500896320420965,0.7473913954821287,0.8845014540029823,0.713998252891998,0.8163001735585885,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:21:06.62,fansub,暗殺なんて　したことないし,"We've never assassinated anyone before,","Nunca hemos asesinado a nadie antes,",0.0,0.0,0.0,0.0,1,1,2.5,3.0,0.7785993814468384,0.7831538319587708,0.03267503157258034,0.09130658209323883,0.6687426107695744,0.767506957804755,0.7082483495836467,0.7299118728070969,0.7666997488798819,0.7446270232362109,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:21:09.27,fansub,僕らには　他に　すべきことがたくさんある,and there's plenty of other stuff we should be doing.,y estoy segura que haremos muchas más cosas.,0.0,0.0,0.0,0.0,1,1,3.3333333333333335,2.6666666666666665,0.9232351779937744,0.721432626247406,0.5022690892219543,0.18000365793704987,0.9414485999974108,0.9333791091890872,0.9382208036740813,0.7699712540175406,0.6960340532344351,0.7403963737042984,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:21:14.16,fansub,けど　思った,"But, you know...",Pero sabes...,0.0,0.0,0.0,0.0,1,1,1.5,1.0,0.6072689890861511,0.6331209540367126,-0.26451075077056885,0.06651250272989273,0.4961587770557983,0.571020738923479,0.5261035618028707,0.718713809426436,0.5949244640996227,0.6691980712957107,low_punc_jaccard,low_punc_jaccard,EN:low_punc_jaccard;SP:low_punc_jaccard
0:21:16.69,fansub,この先生なら　殺意さえも受け止めてくれるって,I think this teacher might even accept us trying to kill him.,Creo que este maestro tal vez pueda aceptar mi sed de sangre.,0.0,0.0,0.0,0.0,1,1,6.0,6.0,0.8653557896614075,0.5972464680671692,-0.11813992261886597,-0.230991393327713,0.581160281727758,0.8670014980257026,0.6954967682469358,0.5843483653530569,0.5538511331796822,0.5721494724837071,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
